day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
5,2,2,5,4,1,1,4,8,3,6,8,1,1,4,3,9,2,4,3,4,3,6,4,6,14,18,39
3,1,2,3,5,6,4,2,7,1,6,8,1,1,4,3,9,2,1,5,2,1,1,3,6,11,18,36
7,1,2,5,2,1,4,6,10,4,6,8,1,4,1,5,9,2,1,3,4,3,6,4,6,2,17,6
7,4,2,5,3,10,4,6,8,3,6,8,1,4,4,3,2,3,4,3,4,3,6,4,6,1,10,16
6,5,2,5,2,15,4,4,5,5,6,2,1,1,1,3,3,1,2,3,4,3,6,4,6,4,3,56
2,1,2,2,2,6,4,2,8,3,6,8,1,1,4,3,9,1,2,5,4,3,6,4,6,5,11,50
2,2,2,5,4,6,4,4,7,7,8,8,1,1,1,3,9,3,1,5,1,2,5,3,6,11,22,51
2,1,2,5,2,1,4,6,7,3,6,8,1,1,1,3,9,2,1,3,1,2,1,3,6,8,23,11
5,5,1,2,2,5,4,6,3,3,6,2,1,1,4,3,9,2,1,3,3,2,1,2,6,17,9,41
1,3,2,5,4,15,4,4,8,7,6,2,5,1,1,3,9,1,1,3,1,1,2,2,6,1,3,21
7,5,2,5,2,8,4,2,8,5,6,8,1,1,4,3,9,2,1,1,4,3,6,4,6,19,19,1
5,3,2,5,2,1,4,6,7,3,6,2,1,1,4,3,9,3,2,3,4,3,6,4,6,17,13,18
1,1,2,5,3,1,4,3,7,3,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,11,8,45
2,3,2,3,1,1,4,6,10,7,6,2,1,4,4,3,7,2,1,4,3,1,5,3,6,11,10,56
2,1,2,6,5,1,4,3,7,3,6,2,1,1,4,3,9,3,1,3,1,2,1,3,6,4,21,16
4,2,2,5,5,15,4,3,8,3,6,5,1,1,1,3,9,2,5,3,4,3,6,4,6,10,22,26
5,2,2,2,4,3,4,3,3,2,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,2,18,11
2,2,2,1,2,1,4,2,1,5,6,2,1,4,4,3,1,2,1,3,1,2,2,3,6,14,14,11
7,1,2,5,4,9,4,1,7,1,6,8,1,1,4,3,9,1,1,3,1,2,1,3,6,10,19,26
4,1,2,2,3,5,1,6,10,3,6,2,1,4,4,9,9,2,3,3,3,2,4,3,6,5,16,16
2,5,2,5,3,5,4,6,13,3,6,1,1,1,4,3,3,2,1,3,4,3,6,4,6,11,8,41
2,5,1,5,3,6,4,2,6,5,8,2,1,1,4,3,9,2,1,3,4,3,6,4,6,11,14,31
7,2,2,2,1,6,4,3,10,5,6,7,1,1,4,3,9,2,1,3,4,3,6,4,6,10,9,36
3,5,1,5,1,8,4,6,13,1,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,10,10,40
7,4,2,5,4,1,4,6,7,5,6,2,1,1,4,3,9,1,1,4,2,1,1,3,6,10,13,46
1,2,2,5,3,1,4,6,8,1,4,2,1,1,4,3,9,2,1,4,4,3,6,4,6,12,18,2
4,3,2,5,5,1,4,4,3,3,5,8,1,1,4,3,9,2,2,3,1,2,1,3,6,10,13,16
6,1,2,5,4,12,4,3,7,5,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,14,12,11
5,5,2,5,3,1,4,4,10,3,6,2,1,1,4,3,9,2,1,2,1,2,1,3,6,2,18,21
4,2,2,5,2,15,4,3,3,3,6,5,1,1,1,3,9,2,5,3,1,2,2,3,6,1,22,26
6,5,2,5,3,11,4,6,10,3,6,8,1,1,4,3,3,2,1,3,3,2,1,3,7,11,17,51
6,2,2,5,2,1,4,6,7,5,6,1,1,1,4,3,9,2,1,3,3,2,2,3,7,2,21,16
7,1,2,5,3,6,4,2,10,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,10,17,38
2,2,2,5,4,1,2,6,8,3,6,8,1,1,1,3,3,2,1,3,4,3,6,4,6,6,22,17
5,2,2,5,3,4,1,6,7,7,6,8,1,1,4,3,3,2,1,2,3,1,1,3,6,4,11,6
3,2,2,5,5,6,4,6,7,1,7,1,1,4,1,5,9,2,3,4,1,2,1,3,6,10,22,56
3,5,2,5,1,1,4,2,8,3,6,4,1,1,1,3,3,3,6,3,1,1,1,3,6,9,23,18
3,1,2,5,5,1,4,6,8,7,6,1,3,1,1,3,9,2,2,3,4,3,6,4,6,4,22,42
6,2,2,2,3,15,4,2,10,5,7,4,1,1,4,8,9,2,1,3,4,3,6,4,6,10,18,16
7,3,2,5,1,8,4,6,10,5,6,2,1,1,4,3,3,2,1,3,4,3,6,4,6,1,18,18
2,1,2,5,2,8,4,6,13,3,6,2,1,1,1,3,3,2,2,3,4,3,6,4,6,11,19,31
3,5,2,5,2,6,4,6,8,3,6,2,1,1,1,3,9,2,1,8,4,3,6,4,6,11,5,46
1,2,2,5,3,9,4,6,13,3,6,1,1,4,1,5,3,1,1,10,3,1,5,2,2,18,20,11
4,4,2,2,4,1,4,4,13,7,6,4,1,1,1,3,9,2,1,1,4,3,6,4,6,13,23,1
6,3,2,5,3,11,4,6,2,7,6,1,1,1,4,3,2,2,1,3,1,2,2,2,6,12,13,60
6,2,2,5,4,1,1,6,7,3,1,8,1,1,4,3,9,2,1,4,2,2,5,3,6,4,8,28
4,4,2,2,2,6,1,6,7,3,1,1,1,1,4,3,3,1,2,4,2,1,2,3,6,10,13,28
1,1,2,5,2,1,4,6,7,3,6,8,1,1,1,3,9,2,4,4,2,1,5,3,6,4,22,52
5,1,3,5,5,15,4,6,7,5,6,1,1,4,1,5,9,3,2,3,1,1,1,3,6,4,23,11
2,2,2,5,4,8,4,6,3,5,6,8,1,1,4,3,9,3,1,3,3,1,2,3,1,1,10,6
7,4,2,5,1,15,4,2,8,5,6,8,1,4,4,3,9,2,1,3,4,3,6,4,6,10,9,43
3,1,2,5,5,4,4,6,7,3,6,1,1,4,4,3,9,2,1,3,4,3,6,4,6,12,17,26
3,4,2,5,5,8,4,1,13,3,6,8,1,1,1,3,9,2,3,3,3,2,2,3,7,6,24,36
4,2,2,5,2,15,4,6,10,5,6,8,1,4,4,3,9,2,1,3,2,1,2,3,6,2,12,41
6,4,2,2,2,10,4,6,10,7,6,2,1,1,4,3,9,2,1,3,3,1,1,3,1,11,16,43
7,2,2,5,3,1,4,6,7,7,8,8,1,1,4,3,9,1,1,3,1,2,1,3,6,11,19,21
1,5,1,5,1,1,1,5,10,7,4,8,1,4,1,3,9,1,1,3,3,1,2,3,2,4,24,52
2,5,1,5,3,15,4,6,7,5,6,8,4,1,4,3,9,2,1,3,4,3,6,4,6,2,19,2
6,2,2,5,2,16,4,6,7,5,6,8,1,4,1,4,9,2,3,3,4,3,6,4,6,1,20,1
3,1,2,6,3,6,4,6,10,5,6,8,1,1,4,3,2,2,1,5,1,2,1,3,6,2,20,31
6,2,2,2,3,1,4,6,8,3,6,1,1,1,4,3,9,2,1,3,1,2,5,3,6,10,16,37
3,5,1,5,1,9,4,6,7,7,8,1,1,1,1,3,9,4,1,8,4,3,6,4,6,13,22,46
5,1,2,5,3,12,4,6,5,7,6,8,1,1,1,3,9,2,2,3,3,1,1,3,7,13,20,36
7,3,2,2,3,15,1,6,10,1,6,8,4,1,4,3,9,3,1,3,3,2,5,3,7,11,19,24
1,5,2,5,2,1,4,4,10,1,6,1,1,4,4,5,3,2,1,3,1,2,1,2,6,1,8,31
7,2,2,2,1,15,4,2,3,7,6,1,1,1,4,3,9,1,1,10,4,3,6,4,6,12,16,21
4,3,2,5,3,6,4,2,7,1,6,7,1,1,4,3,9,2,1,3,3,1,1,3,2,1,12,5
5,2,2,2,4,1,4,2,5,3,6,8,1,1,4,3,9,2,1,12,4,3,6,4,6,17,9,51
2,1,2,5,3,7,4,1,7,3,7,2,1,4,4,5,9,2,1,1,1,2,1,3,6,11,19,60
3,1,3,5,4,10,4,6,8,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,11,14,1
5,1,2,5,2,4,4,4,4,3,6,2,1,4,1,3,9,1,1,3,1,2,1,3,6,12,22,26
2,2,2,5,1,9,2,2,8,3,8,8,1,1,4,3,3,1,2,3,1,2,2,3,6,11,15,21
4,1,2,5,1,10,4,3,8,3,6,2,1,1,4,3,2,2,2,4,1,2,2,2,6,11,15,31
1,5,1,5,3,6,4,6,8,3,6,2,1,1,1,3,9,4,1,3,1,2,1,3,6,10,22,11
3,2,2,5,3,12,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,1,16,36
6,5,2,5,1,16,2,6,2,3,6,2,1,1,4,3,9,3,1,3,1,2,1,3,6,10,8,45
1,2,2,5,3,1,1,6,8,5,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,1,9,21
6,3,2,5,4,1,4,6,8,7,6,8,1,4,4,3,9,2,1,3,3,2,5,3,1,14,13,11
6,2,2,5,3,1,4,6,7,7,8,8,1,1,4,3,9,3,3,3,2,1,5,3,6,6,9,1
4,1,2,5,1,15,4,6,10,1,6,8,1,1,4,3,9,2,1,3,1,2,5,3,6,1,14,3
5,3,2,5,5,9,4,6,8,5,6,8,5,1,4,3,9,2,1,3,4,3,6,4,6,5,14,26
1,3,2,5,3,7,4,3,8,2,6,4,1,1,4,3,9,3,2,3,4,3,6,4,6,19,19,1
6,5,2,2,2,4,1,6,7,7,7,8,4,1,4,3,9,2,1,10,3,1,5,3,2,2,14,36
3,1,2,5,3,1,1,3,8,5,6,8,1,1,4,3,7,3,3,3,1,2,1,3,6,4,14,11
4,2,2,5,5,1,4,6,8,3,6,1,1,1,1,3,9,2,1,3,4,3,6,4,6,12,20,16
1,2,2,5,1,1,4,6,8,2,1,2,1,4,1,5,3,2,2,3,4,3,6,4,6,11,21,1
1,5,1,5,1,1,4,6,8,2,6,2,1,1,4,3,3,2,1,4,1,2,1,2,6,5,14,14
4,5,1,5,1,9,4,6,10,4,6,1,1,1,1,3,3,1,1,3,4,3,6,4,6,13,4,16
6,1,2,2,3,9,4,6,7,1,6,8,1,1,1,3,9,3,3,3,4,3,6,4,6,14,20,9
7,1,2,5,4,8,4,6,7,1,6,2,1,4,1,3,9,3,1,3,1,2,4,3,6,6,20,33
7,3,2,2,2,1,4,6,8,3,6,8,1,1,4,3,9,1,2,10,4,3,6,4,6,11,12,20
5,2,2,5,3,1,4,3,7,5,6,2,1,1,4,3,9,2,3,3,4,3,6,4,6,10,18,12
3,2,2,5,1,1,4,2,3,2,6,8,1,1,1,3,9,3,2,3,3,1,5,3,4,10,21,40
6,2,2,2,3,1,4,6,7,5,6,6,1,4,4,5,9,1,1,1,1,2,1,3,6,4,17,41
4,1,2,5,3,5,4,2,3,5,6,2,1,1,1,3,9,2,1,9,1,2,1,3,6,1,2,36
3,1,2,5,4,10,4,6,6,7,4,8,1,1,1,3,9,3,1,3,1,2,2,3,6,1,1,24
6,2,2,5,3,6,4,2,5,3,6,2,1,1,4,3,9,2,2,3,1,2,2,2,6,12,8,38
1,1,2,5,2,1,4,6,10,1,6,8,1,4,4,4,9,2,3,8,2,1,3,3,6,2,14,14
2,2,2,5,2,1,4,4,8,3,6,8,1,1,4,3,2,2,1,3,3,2,5,3,6,1,14,11
7,1,2,1,3,8,4,2,10,7,6,2,1,1,4,3,2,2,4,3,3,2,4,3,7,11,16,1
6,1,2,5,3,15,4,4,7,3,6,8,1,4,1,4,9,2,3,3,4,3,6,4,6,1,20,1
1,1,2,5,5,12,4,6,8,7,6,2,3,1,1,3,9,2,2,3,4,3,6,4,6,13,21,49
5,5,2,5,4,16,4,4,10,7,6,2,1,4,4,5,9,2,1,3,3,1,4,3,5,2,18,11
1,3,2,5,3,1,4,6,10,7,6,1,1,1,4,3,1,2,1,3,1,2,2,3,6,2,8,51
7,3,2,5,4,6,4,3,3,5,6,2,1,4,1,5,9,1,1,3,4,3,6,4,6,10,21,1
3,1,2,2,3,1,4,2,8,3,7,8,1,1,4,3,9,2,2,4,1,2,2,3,6,11,16,1
4,2,2,5,4,10,4,1,5,1,6,8,1,1,4,3,7,1,1,3,4,3,6,4,6,10,8,13
2,1,2,6,4,8,2,6,8,1,6,1,1,1,4,3,9,2,1,3,1,1,2,3,6,13,21,31
1,2,2,5,2,11,4,6,3,5,6,6,1,1,4,3,9,2,1,3,1,1,5,3,6,10,10,31
6,3,2,3,5,15,4,2,8,3,6,8,1,1,4,3,9,2,2,3,1,2,1,3,6,10,16,16
1,1,2,5,2,1,4,6,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,4,9,21
1,2,2,5,5,5,4,6,10,3,6,8,1,1,4,3,9,3,2,4,2,1,2,3,6,13,16,42
2,3,2,5,4,6,4,6,7,3,6,8,1,4,4,3,2,1,1,12,1,2,2,3,6,14,10,11
1,4,2,5,2,16,4,6,7,3,6,1,1,1,1,3,9,4,1,3,1,2,1,3,6,11,22,1
4,1,2,5,3,6,4,3,5,3,7,2,1,1,1,3,9,1,3,10,1,1,1,3,6,2,1,54
5,1,2,5,4,5,4,6,7,4,6,2,1,1,1,3,9,2,1,3,4,3,6,4,6,2,19,26
4,2,2,5,1,6,4,6,10,7,6,2,1,1,1,3,9,2,3,3,1,2,5,3,6,2,1,11
2,5,2,5,5,15,4,6,8,3,6,8,1,1,4,3,9,2,6,12,1,2,4,3,6,17,11,28
2,2,2,5,5,9,4,6,8,3,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,2,9,32
6,1,2,3,2,1,4,5,7,3,6,8,1,1,4,3,9,1,1,3,1,2,2,3,6,8,18,31
3,1,2,2,2,10,4,6,6,5,8,1,1,1,4,3,9,3,2,3,1,1,2,3,6,14,20,34
4,5,1,5,2,1,4,2,8,3,7,2,1,1,4,3,3,2,1,3,2,1,2,3,6,19,19,6
2,2,2,2,4,15,4,2,5,2,6,1,1,1,4,3,9,2,4,3,2,2,5,3,6,17,16,30
6,5,2,6,4,1,4,6,7,5,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,4,14,36
7,1,2,5,2,1,4,3,7,3,7,8,1,1,4,3,9,2,1,3,4,3,6,4,6,17,9,46
7,3,2,5,3,6,4,6,8,5,6,6,1,1,4,3,2,1,1,3,1,1,2,3,6,12,17,21
5,2,2,5,5,4,4,6,10,3,6,2,1,1,4,3,9,2,1,9,1,1,1,3,6,11,17,51
1,3,2,5,2,1,4,2,10,2,6,1,1,1,1,3,9,3,5,3,1,2,2,3,6,1,21,56
1,3,2,2,2,4,4,3,3,5,4,8,1,1,4,3,9,2,1,4,1,2,2,3,6,11,14,21
5,1,2,2,3,1,4,6,8,5,8,1,1,1,1,3,9,4,2,3,2,2,2,3,6,2,19,21
2,2,2,7,2,8,4,3,7,3,7,1,1,1,4,3,9,2,1,10,1,2,2,2,6,1,14,44
1,2,2,5,2,6,4,6,10,5,6,2,1,1,4,3,3,2,1,3,3,1,1,3,2,6,14,31
1,2,2,3,3,15,4,6,7,3,6,8,1,1,4,3,9,1,1,3,2,1,3,3,6,4,16,31
6,2,2,5,4,4,4,1,8,3,6,1,1,4,4,5,9,2,1,3,4,3,6,4,6,13,9,24
2,2,2,2,2,1,4,6,7,7,6,2,1,1,4,3,9,2,2,8,1,2,2,3,6,2,10,36
2,2,2,5,1,6,4,6,10,7,4,2,1,4,4,3,9,2,1,3,4,3,6,4,6,11,8,12
3,1,2,5,3,15,4,3,7,3,6,8,1,1,1,3,9,1,3,3,1,1,2,3,6,2,1,56
3,5,1,5,4,1,4,1,8,5,6,4,1,1,4,3,9,2,1,4,3,2,2,3,1,13,19,1
6,2,2,5,1,9,4,6,10,5,6,8,1,4,1,4,9,2,3,3,1,2,1,3,6,11,20,1
6,1,2,5,2,6,4,6,3,3,6,8,1,4,1,3,9,2,1,2,4,3,6,4,6,11,23,31
3,5,1,5,4,1,4,5,4,5,6,2,1,1,1,3,7,2,1,3,1,2,1,3,6,1,1,30
1,1,2,2,3,1,4,6,7,2,6,8,1,1,4,3,9,2,1,3,2,1,2,3,6,10,24,46
7,2,2,2,3,9,4,6,10,5,6,1,1,1,1,3,9,2,2,3,1,2,1,3,6,17,22,47
6,2,2,5,1,6,4,6,7,2,6,8,1,1,1,3,9,2,1,3,1,1,4,3,6,13,21,41
1,1,2,1,1,1,4,1,7,5,8,2,1,4,4,3,9,2,1,3,4,3,6,4,6,11,9,51
7,1,2,5,2,11,4,6,10,7,6,2,1,1,4,4,9,1,1,8,2,1,1,3,6,19,9,36
1,1,2,5,3,8,4,6,10,5,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,2,7,46
6,5,2,6,3,6,4,3,10,3,6,8,1,1,4,3,7,2,1,3,3,1,5,2,6,14,18,24
5,1,2,7,5,1,4,6,8,3,6,2,1,4,4,5,2,2,1,3,4,3,6,4,6,20,12,16
1,2,2,2,1,1,4,6,7,5,6,8,1,1,4,3,7,1,1,3,1,1,2,3,6,2,11,14
2,2,3,5,3,10,4,6,13,3,6,8,1,1,4,3,9,2,3,3,2,1,5,2,6,2,9,59
1,3,2,2,5,8,1,6,7,7,7,8,1,4,4,5,9,3,1,3,4,3,6,4,6,14,14,14
2,1,2,5,5,1,4,6,13,5,6,8,3,1,4,3,3,2,2,3,1,2,1,3,6,2,20,56
6,1,2,3,2,10,4,6,8,7,6,8,4,4,3,3,9,3,1,3,1,2,2,3,6,3,21,31
7,2,2,2,3,6,4,3,10,5,6,2,1,1,1,3,9,2,1,3,2,1,1,3,6,11,5,49
2,1,2,5,2,6,4,6,8,2,6,8,1,1,1,4,9,3,3,3,3,2,1,3,2,5,20,9
6,3,2,3,3,1,1,3,8,5,6,8,1,1,1,3,9,1,1,2,3,1,1,3,6,18,20,59
1,2,2,5,4,8,4,6,8,3,6,2,1,4,4,5,9,2,1,3,1,2,2,3,6,10,6,36
5,3,2,5,2,1,4,2,8,3,7,4,1,1,1,3,9,2,1,3,1,2,2,3,6,4,20,2
7,5,1,5,2,1,4,2,8,3,6,1,1,1,1,3,9,1,1,3,4,3,6,4,6,11,18,46
1,3,2,3,3,9,4,4,10,5,6,8,1,1,4,3,5,4,2,4,4,3,6,4,6,10,18,28
1,2,2,5,3,1,4,4,8,7,6,2,1,1,1,3,9,2,3,3,4,3,6,4,6,5,18,37
1,4,2,1,2,11,4,6,8,3,6,2,1,4,1,5,3,1,2,3,4,3,6,4,6,13,23,47
4,5,1,2,2,15,4,6,7,2,6,1,1,4,4,5,9,2,1,8,4,3,6,4,6,13,16,31
1,5,2,2,3,11,4,3,3,7,6,1,1,1,1,3,2,2,1,3,4,3,6,4,6,11,20,47
3,2,2,1,5,6,4,4,7,3,3,8,1,1,4,3,9,2,2,2,1,2,2,3,6,14,13,16
3,1,2,3,1,6,4,2,7,3,6,1,1,1,4,3,9,2,1,4,1,2,2,3,6,1,12,3
3,1,2,5,5,1,4,6,7,5,6,8,1,4,1,5,2,2,1,3,1,2,2,3,6,4,19,24
6,3,2,2,2,1,4,6,8,3,6,8,1,1,1,3,9,1,2,3,1,1,1,3,6,3,17,27
6,2,2,3,3,1,4,2,8,3,6,8,1,1,4,3,3,3,2,3,1,2,4,3,6,3,9,56
6,1,2,2,4,1,4,6,8,2,6,6,1,4,4,5,3,2,1,3,3,2,5,3,3,1,13,40
5,1,2,2,3,4,4,6,8,3,6,2,1,1,4,3,9,2,1,3,1,2,1,2,6,6,16,1
3,2,2,3,1,1,4,6,7,3,6,8,1,1,1,3,1,4,1,2,2,2,5,2,6,2,18,31
3,1,2,5,3,1,4,6,8,3,6,1,1,4,1,3,3,2,1,3,2,2,4,3,6,13,22,24
1,2,2,5,3,8,4,6,10,3,6,8,1,1,1,3,3,1,1,3,1,2,1,3,6,4,18,1
5,1,2,5,5,6,4,6,10,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,12,26
4,1,2,3,2,1,4,1,8,7,6,1,1,1,1,3,9,2,1,3,1,2,1,3,6,8,4,10
7,2,2,5,2,1,4,3,3,6,8,2,1,1,4,3,9,2,3,8,1,2,4,3,6,14,16,5
6,4,2,5,1,8,4,6,10,3,6,8,4,4,4,3,9,1,1,5,3,1,1,3,2,11,17,25
4,1,2,5,3,1,4,4,10,7,6,8,1,4,4,3,9,1,1,3,1,2,2,3,6,2,13,49
5,2,2,5,2,6,4,6,3,5,6,8,1,1,4,3,9,3,1,3,4,3,6,4,6,5,15,46
7,3,2,1,1,1,4,6,6,5,8,8,1,1,4,3,9,1,1,3,3,1,1,3,6,11,18,8
5,3,2,5,1,1,4,2,10,2,6,8,1,4,4,4,9,2,2,3,2,1,2,3,6,12,9,56
7,3,2,2,5,1,4,2,7,3,6,1,1,1,4,1,9,2,1,3,4,3,6,4,6,11,16,24
2,1,2,5,4,8,4,3,7,1,6,8,1,1,4,3,9,1,2,3,1,2,2,3,6,11,13,31
7,5,2,5,3,8,4,6,7,5,6,1,1,1,4,3,7,1,1,3,4,3,6,4,6,17,10,29
6,2,2,5,3,1,4,6,10,3,6,2,1,1,4,3,9,2,4,5,4,3,6,4,6,11,12,31
5,1,2,5,4,9,4,2,7,1,6,1,1,1,4,3,9,2,1,8,1,1,2,3,6,10,9,6
7,1,2,3,5,1,4,6,8,3,6,8,1,1,1,3,9,1,1,4,4,3,6,4,6,13,24,51
4,2,2,2,4,1,4,6,10,4,6,2,1,1,4,3,9,2,1,3,2,1,5,3,6,2,12,10
1,2,2,5,2,1,4,6,7,3,6,8,1,1,4,3,3,2,1,3,1,1,2,3,6,14,18,1
7,3,2,5,3,16,1,3,8,5,6,8,1,4,4,3,9,2,1,3,1,1,5,3,6,11,14,16
7,2,2,5,4,1,4,6,2,7,6,2,1,4,1,3,2,2,1,1,4,3,6,4,6,6,20,51
2,3,2,2,1,10,4,4,3,3,4,2,1,4,4,3,9,2,1,3,1,2,1,3,6,13,10,56
5,2,2,5,5,2,4,6,8,3,6,2,1,1,4,3,9,1,4,3,4,3,6,4,6,13,12,3
4,2,2,2,1,1,4,6,7,7,6,2,1,1,4,3,3,1,1,3,4,3,6,4,6,10,17,51
6,1,2,5,2,8,4,6,6,5,8,8,1,1,4,3,9,2,1,8,4,3,6,4,6,8,7,46
4,5,1,5,4,7,1,6,7,3,6,8,1,1,4,3,9,4,1,3,4,3,6,4,6,11,13,31
3,5,2,7,3,1,2,6,8,3,6,8,1,3,1,7,9,2,1,3,1,2,1,3,6,2,3,31
1,2,2,3,2,12,4,3,7,3,6,8,1,1,1,3,2,1,4,3,1,1,1,3,6,15,18,26
1,2,2,2,2,6,4,3,13,7,6,2,1,4,4,5,3,2,2,5,1,1,1,3,6,14,18,26
5,5,2,5,2,8,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,3,16,1
3,3,2,5,2,11,4,6,1,5,6,8,1,1,4,3,2,3,1,4,4,3,6,4,6,13,18,8
3,2,3,5,2,9,4,6,7,1,6,8,1,3,4,7,9,3,2,3,2,1,1,3,6,4,12,46
6,2,2,3,3,6,4,5,7,3,6,8,1,1,4,3,9,1,2,3,4,3,6,4,6,4,17,31
1,1,2,5,2,1,4,4,8,3,6,1,1,1,4,3,9,2,1,3,1,2,2,3,6,4,18,55
4,4,2,5,1,1,4,3,3,5,4,8,1,1,3,8,3,2,1,3,4,3,6,4,6,12,19,6
3,1,2,5,5,9,4,2,3,3,6,8,1,4,1,5,9,1,1,3,1,2,1,2,6,11,22,1
2,2,2,5,3,8,4,2,8,3,7,8,1,1,4,1,9,2,1,8,1,1,2,3,6,11,16,32
3,2,2,5,3,1,4,4,10,7,6,8,1,4,4,3,9,3,5,8,4,3,6,4,6,2,14,1
4,1,2,2,1,6,4,2,8,3,7,1,2,1,4,3,9,2,2,4,1,1,2,3,6,1,14,58
2,2,2,5,3,11,1,6,7,3,6,1,1,3,1,7,9,2,2,3,1,2,1,3,6,2,23,5
7,1,2,2,2,11,4,6,7,2,7,2,1,4,4,5,9,3,4,3,1,1,1,3,6,11,13,16
6,1,2,1,5,6,1,6,7,5,6,1,1,4,1,5,9,2,1,12,1,1,1,3,6,11,21,13
2,2,2,5,3,6,4,6,8,5,6,8,1,1,4,3,3,1,1,5,4,3,6,4,6,13,18,42
4,2,2,5,3,12,4,1,7,5,6,8,1,1,4,3,9,2,2,4,1,1,4,3,6,14,21,16
5,3,2,5,3,1,4,6,10,5,6,1,1,1,4,3,9,2,2,3,4,3,6,4,6,1,11,52
1,2,2,2,1,6,4,3,8,2,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,11,8,26
3,1,2,5,3,8,4,3,7,3,6,2,1,1,4,3,9,1,1,3,1,1,1,3,6,13,11,1
4,1,2,5,2,6,4,6,3,1,6,2,1,4,4,7,9,2,1,3,1,2,2,3,6,2,14,46
2,1,2,5,5,6,4,5,8,7,4,8,1,4,4,5,9,1,1,3,1,2,1,1,6,11,19,8
1,2,2,5,4,5,4,6,7,4,6,8,1,1,4,3,9,2,1,3,2,2,5,3,6,17,10,21
1,1,2,3,3,1,4,6,8,5,6,2,1,1,3,3,9,1,1,4,2,1,1,3,6,10,20,52
2,2,2,5,1,1,4,6,7,2,7,2,1,1,4,3,9,1,1,3,1,2,1,3,6,12,17,44
6,4,2,5,5,9,4,6,10,5,6,5,1,1,1,3,9,2,5,5,1,1,3,2,6,1,19,1
5,2,2,5,3,1,4,3,8,1,2,2,1,4,1,3,3,2,1,3,1,2,1,3,6,10,21,18
7,1,2,5,2,1,4,2,7,1,6,2,1,1,4,3,9,2,2,3,4,3,6,4,6,11,19,51
4,5,1,5,1,12,1,6,7,7,7,2,1,1,4,3,2,2,3,3,1,2,2,3,6,11,18,19
7,4,2,7,5,10,4,6,8,3,6,2,1,1,4,3,3,3,1,2,4,3,6,4,6,17,19,31
4,2,2,2,2,12,4,6,2,3,6,8,1,1,4,3,9,2,1,2,4,3,6,4,6,5,14,8
2,1,2,2,2,11,4,6,7,7,6,8,1,4,1,5,1,2,3,3,4,3,6,4,6,2,23,46
2,1,2,5,2,10,4,6,7,5,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,2,17,11
3,1,2,5,3,6,4,6,8,3,6,8,1,1,4,3,2,3,3,3,4,3,6,4,6,11,21,47
3,5,1,2,5,17,4,6,10,7,6,1,1,1,1,3,3,2,3,3,4,3,6,4,6,6,2,16
2,2,2,2,3,1,4,6,7,5,6,1,1,1,4,8,9,2,1,3,3,2,1,3,7,4,18,41
5,2,2,5,2,6,4,2,7,3,7,2,1,1,4,3,3,2,5,5,4,3,6,4,6,13,16,31
4,2,2,3,4,6,4,1,8,2,6,8,1,4,1,5,2,2,1,3,1,2,1,3,6,2,18,12
1,2,2,2,1,1,4,2,3,3,6,2,1,1,4,3,9,2,1,3,2,1,4,3,6,2,12,1
3,2,2,5,4,15,4,4,7,7,6,1,1,1,1,3,9,1,1,3,2,1,2,3,6,6,21,41
1,2,2,5,3,7,4,6,8,3,6,2,4,1,1,3,9,2,1,3,1,2,1,2,6,4,22,1
3,2,2,5,1,6,4,6,2,5,4,8,1,1,4,3,9,2,1,3,1,2,1,3,6,13,12,46
1,1,2,2,3,6,4,6,7,5,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,13,9,56
3,4,2,5,5,6,4,6,7,2,6,2,1,1,1,3,9,1,2,3,1,2,1,3,6,4,23,51
5,1,2,5,1,12,4,2,7,1,1,2,1,1,4,3,1,2,2,3,4,3,6,4,6,11,18,46
7,2,2,2,2,1,4,3,7,3,7,8,1,4,1,3,2,1,1,3,3,1,4,2,2,2,18,56
6,3,2,5,4,6,4,6,8,3,6,8,1,1,4,3,9,2,1,3,3,1,1,3,6,4,19,41
4,1,2,5,2,5,4,6,8,5,6,8,1,1,4,3,9,3,1,3,4,3,6,4,6,11,18,46
